date,2303.TW,2308.TW,2317.TW,2327.TW,2330.TW,2345.TW,2383.TW,2454.TW,3037.TW,3711.TW
2026-02-24,0,0,0,0,0,0,0,0,0,0
2026-02-25,0,0,0,0,0,0,0,0,0,0
2026-02-26,0,0,0,0,0,0,0,0,0,0
2026-03-02,0,0,0,0,0,0,0,0,0,0
2026-03-03,0,0,0,0,0,0,0,0,0,0
2026-03-04,0,0,0,0,0,0,0,0,0,0
2026-03-05,0,0,0,0,0,0,0,0,0,0
2026-03-06,0,0,0,0,0,0,0,0,0,0
2026-03-09,0,0,0,0,0,0,0,0,0,0
2026-03-10,0,0,0,0,0,0,0,0,0,0
2026-03-11,0,0,0,0,0,0,0,0,0,0
2026-03-12,0,0,0,0,0,0,0,0,0,0
2026-03-13,0,0,0,0,0,0,0,0,0,0
2026-03-16,0,0,0,0,0,0,0,0,0,0
2026-03-17,0,0,0,0,0,0,0,0,0,0
2026-03-18,0,0,0,0,0,0,0,0,0,0
2026-03-19,0,0,0,0,0,0,0,0,0,0
2026-03-20,0,0,0,0,0,0,0,0,0,0
2026-03-23,0,0,0,0,0,0,0,0,0,0
2026-03-24,0,0,0,0,0,0,0,0,0,0
2026-03-25,0,0,0,0,0,0,0,0,0,0
2026-03-26,0,0,0,0,0,0,0,0,0,0
2026-03-27,0,0,0,0,0,0,0,0,0,0
2026-03-30,0,0,0,0,0,0,0,0,0,0
2026-03-31,0,0,0,0,0,0,0,0,0,0
2026-04-01,0,0,0,0,0,0,0,0,0,0
2026-04-02,0,0,0,0,0,0,0,0,0,0
2026-04-07,0,0,0,0,0,0,0,0,0,0
2026-04-08,0,0,0,0,0,0,0,0,0,0
2026-04-09,0,0,0,0,0,0,0,0,0,0
2026-04-10,0,0,0,0,0,0,0,0,0,0
2026-04-13,0,0,0,0,0,0,0,0,0,0
2026-04-14,0,0,0,0,0,0,0,0,0,0
2026-04-15,0,0,0,0,0,0,0,0,0,0
2026-04-16,0,0,0,0,0,0,0,0,0,0
2026-04-17,0,0,0,0,0,0,0,0,0,0
2026-04-20,0,0,0,0,0,0,0,0,0,0
2026-04-21,16,-3,3,0,2,0,0,0,0,0
2026-04-22,1,0,0,0,0,0,0,0,0,0
2026-04-23,16,-3,2,0,2,0,0,0,0,0
2026-04-24,2,0,0,0,0,0,0,0,0,0
2026-04-27,0,0,0,0,0,0,0,0,0,0
2026-04-28,16,-6,1,0,5,0,0,0,0,0
2026-04-29,16,-3,3,0,2,0,0,0,0,0
2026-04-30,16,-3,3,0,2,0,0,0,0,0
2026-05-04,18,-4,0,0,1,0,0,2,0,0
2026-05-05,16,-6,0,0,5,0,0,0,0,1
2026-05-06,16,-6,0,0,5,0,0,0,0,1
2026-05-07,16,-6,0,0,5,0,0,0,0,1
2026-05-08,16,-6,1,0,5,0,0,0,0,0
2026-05-11,1,0,0,0,0,0,0,0,0,0
2026-05-12,0,0,0,0,0,0,0,0,0,0
2026-05-13,11,0,0,0,0,0,0,0,0,-2
2026-05-14,10,0,0,0,0,0,0,0,0,-2
2026-05-15,10,0,0,0,0,0,0,0,0,-2
2026-05-18,9,0,0,0,0,0,0,0,0,-2
2026-05-19,8,0,0,0,0,0,0,0,0,-2
2026-05-20,9,0,0,0,0,0,0,0,0,-2
2026-05-21,9,0,0,0,0,0,0,0,0,-2
2026-05-22,10,0,0,0,0,0,0,0,0,-2
2026-05-25,0,0,0,0,0,0,0,0,0,0
2026-05-26,0,0,0,0,0,0,0,0,0,0
2026-05-27,0,0,0,0,0,0,0,0,0,0
2026-05-28,4,0,0,0,0,0,0,0,0,-1
