algorithm,final_value,total_return,sharpe,max_drawdown
ppo,2745294.16114771,1.7452941611477097,1.7809550115449642,-0.3179561107776683
a2c,6032960.673192013,5.032960673192013,2.344569336088672,-0.29225343065863096
td3,2145915.5892462693,1.1459155892462691,1.3340768355943189,-0.31959529785752894
sac,4194536.34768416,3.19453634768416,2.1794482355387066,-0.32246061222306943
ddpg,3718226.258951622,2.718226258951622,1.9786623729883799,-0.2726846772551964
ppo_lstm,2142555.7777596363,1.1425557777596365,1.3742495732386937,-0.34982800804113323
ppo_mamba,8738627.83538304,7.73862783538304,2.4340176618114233,-0.33100579702776045
buy_hold,3299154.582392456,2.302444241678655,2.297775881807138,-0.2659938723338565
