train/actor_loss,train/reward,train/critic_loss,train/n_updates,time/fps,time/time_elapsed,time/episodes,train/learning_rate,time/total_timesteps
-51.273841857910156,3.1360354,49506.83203125,5735,81,71,4,0.001,5836
-45.2952880859375,3.1360354,323.5809020996094,11571,80,144,8,0.001,11672
-36.390838623046875,3.1360354,24.25579833984375,17407,79,219,12,0.001,17508
