,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence,vix
0,2024-01-02,1216.TW,74.4000015258789,74.5,73.4000015258789,68.85850524902344,6713192.0,1,0.4932177858019742,69.34346132229247,67.90891828586182,57.47370515555252,53.963612967881375,10.743828928672281,68.25448481241862,66.26740678151448,25.118104533187314,13.199999809265137
0,2024-01-02,1301.TW,79.0999984741211,79.30000305175781,78.80000305175781,76.79356384277344,3055976.0,1,-0.20177460678122827,78.31464487898168,76.11605885636988,47.12006872534673,-92.5192146961662,5.403810232506174,77.7502571105957,77.0214298248291,25.118104533187314,13.199999809265137
0,2024-01-02,1303.TW,66.19999694824219,66.9000015258789,66.0999984741211,64.20084381103516,2987997.0,1,-0.20822955563799894,66.40424416296116,62.56533210046657,49.50273463544717,-64.7989598952037,12.46002124465302,64.94840723673502,63.73401387532552,25.118104533187314,13.199999809265137
0,2024-01-02,2002.TW,27.0,27.0,26.75,26.15302848815918,15057909.0,1,0.3727883233437481,26.668685211921627,24.426583800529542,60.470756144465255,112.93021250131011,14.890288482656667,25.423326873779295,24.592725849151613,25.118104533187314,13.199999809265137
0,2024-01-02,2303.TW,52.5,52.79999923706055,51.29999923706055,46.182151794433594,64217881.0,1,0.7161960653967228,47.23944530662747,42.339689443738735,58.21112740284744,152.1306786966315,26.054651529897153,44.62049992879232,43.731411679585776,25.118104533187314,13.199999809265137
0,2024-01-02,2308.TW,311.0,312.5,309.0,299.0179443359375,3109841.0,1,0.17458490914293634,305.1790107080867,289.7220543553899,48.34799635543299,-7.339261077355523,2.7797792037546625,299.6931640625,298.7768188476563,25.118104533187314,13.199999809265137
0,2024-01-02,2317.TW,104.5,105.0,104.0,98.78724670410156,19921105.0,1,0.8652468297503333,99.18903664965714,93.8224341450206,56.54652624674592,167.45674629814206,16.817048619149563,96.21564559936523,95.35635363260904,25.118104533187314,13.199999809265137
0,2024-01-02,2327.TW,125.74942016601562,126.58635711669922,122.82015228271484,114.69449615478516,10333806.0,1,0.9409879866399109,123.5570605038841,113.35448963649675,53.66982224303798,-17.041534822354357,8.254729400442393,116.62235616048177,111.0699966430664,25.118104533187314,13.199999809265137
0,2024-01-02,2330.TW,590.0,593.0,589.0,571.8818359375,26059058.0,1,6.6097960827714815,577.9424393092205,541.0535262669513,61.10903119423791,144.9331477165345,27.107846701563936,557.2623006184896,543.0504526774089,25.118104533187314,13.199999809265137
0,2024-01-02,2345.TW,525.0,525.0,492.5,477.5812072753906,3069906.0,1,-5.311598999010869,529.4807533425505,468.79460371311353,46.757314545242096,-97.97471028641787,6.867798231795202,507.08123474121095,506.60542653401694,25.118104533187314,13.199999809265137
0,2024-01-02,2357.TW,494.0,498.0,479.0,445.4336242675781,5194473.0,1,25.484720859572292,469.90751414609787,329.2554985492147,71.19980463489448,138.81158952969201,53.08476542119721,384.4811513264974,357.3418472290039,25.118104533187314,13.199999809265137
0,2024-01-02,2360.TW,213.0,215.5,212.5,204.9720001220703,1271211.0,1,-0.5975270735177958,209.00840100789125,189.16162462687439,47.9645930367495,56.57080727033251,3.7367841653355245,200.8884485880534,205.83002065022785,25.118104533187314,13.199999809265137
0,2024-01-02,2379.TW,468.5,472.0,457.5,423.10992431640625,3128107.0,1,6.97801368001393,452.11312773891916,404.8230691604949,54.43102238581884,31.03495113808612,18.577809907342647,422.67881978352864,401.2769714355469,25.118104533187314,13.199999809265137
0,2024-01-02,2382.TW,224.5,225.0,213.5,197.79417419433594,41990541.0,1,3.133790216928446,206.9445317890868,177.73741858933118,51.605556937294786,113.62033531678131,9.580901429524214,190.70809427897134,193.08039143880208,25.118104533187314,13.199999809265137
0,2024-01-02,2383.TW,382.0,382.0,363.0,353.2757263183594,5018940.0,1,-6.053677900915034,380.3121620255881,348.8740775984353,44.10592928802973,-81.29399559838609,12.735817867659655,372.2104237874349,382.3292973836263,25.118104533187314,13.199999809265137
0,2024-01-02,2412.TW,120.0,120.5,119.5,111.62183380126953,3929586.0,1,0.2265403784424791,112.97721691499574,108.46012973417417,57.5412522383505,50.51985075218765,22.982096232428002,110.66463826497396,109.32919006347656,25.118104533187314,13.199999809265137
0,2024-01-02,2454.TW,1010.0,1015.0,980.0,881.0732421875,10009034.0,1,22.276244187461884,935.8532794971655,816.6831462840845,59.83909477729933,68.01301108715992,32.060565882278595,865.2660176595052,816.646821085612,25.118104533187314,13.199999809265137
0,2024-01-02,2881.TW,60.20906066894531,60.20906066894531,59.65156555175781,55.51322937011719,6407981.0,1,0.34434492317538457,56.24917891942382,53.68592087305665,57.115754303734036,83.21268213015998,15.141069770709843,55.01767819722493,53.80028241475423,25.118104533187314,13.199999809265137
0,2024-01-02,2882.TW,45.599998474121094,45.599998474121094,45.25,41.691768646240234,8594338.0,1,0.007220528068835108,42.21990350013315,40.61843611473501,51.244164396943134,-8.55133837098285,6.32980969041016,41.70398737589518,41.47185764312744,25.118104533187314,13.199999809265137
0,2024-01-02,2884.TW,25.042490005493164,25.13955307006836,24.94542694091797,23.25261116027832,12780585.0,1,0.1402023770986034,23.24398928019992,22.677677818799104,60.479071879954475,181.0516620220426,22.322854354533185,22.936892573038737,22.41767390569051,25.118104533187314,13.199999809265137
0,2024-01-02,2885.TW,26.127925872802734,26.5086612701416,26.127925872802734,24.39402961730957,19670920.0,1,0.36554702338050404,24.27256970175903,22.919986679466557,68.25100181456699,180.98972550999383,37.00309009808732,23.32450071970622,22.629307556152344,25.118104533187314,13.199999809265137
0,2024-01-02,2886.TW,37.864078521728516,38.155338287353516,37.71844482421875,35.369625091552734,10672487.0,1,0.07017658467380272,35.69851856599411,34.521561237472696,54.78421357460742,14.849409742596281,9.421387031915975,35.19993502298991,34.68349494934082,25.118104533187314,13.199999809265137
0,2024-01-02,2887.TW,17.35576820373535,17.403846740722656,17.259614944458008,15.86721420288086,7784371.0,1,0.016131163507374424,15.974591508504963,15.531277212503339,53.13209915782462,32.437317385733856,4.924917872919234,15.810074043273925,15.700190130869547,25.118104533187314,13.199999809265137
0,2024-01-02,2891.TW,28.200000762939453,28.350000381469727,28.0,25.659833908081055,42765847.0,1,0.3965292728882126,26.10692160396884,24.280484363743565,63.55876183980674,96.70935125534511,30.36371902995329,24.934238497416178,23.86621011098226,25.118104533187314,13.199999809265137
0,2024-01-02,3008.TW,2860.0,2860.0,2745.0,2554.269287109375,1208345.0,1,129.87006821408568,2746.3539581521827,2030.6341033712552,67.46822502195516,99.2797258157006,46.06717561649912,2300.0652099609374,2108.915386962891,25.118104533187314,13.199999809265137
0,2024-01-02,3037.TW,176.0,177.0,172.0,167.99916076660156,7442862.0,1,1.912881501179669,176.89633275067493,164.00600947344614,51.3061490801076,-4.285891656412409,8.541192196968442,169.11591695149738,160.8454376220703,25.118104533187314,13.199999809265137
0,2024-01-02,3045.TW,98.5,99.5,98.4000015258789,91.99613189697266,2336791.0,1,0.13600021381903105,92.6800200698176,89.59251716162771,58.0818694375979,55.97680801035995,22.41056694894453,91.16092478434244,90.0791608174642,25.118104533187314,13.199999809265137
0,2024-01-02,3711.TW,134.5,135.0,132.0,124.66901397705078,11990282.0,1,2.202207586258737,126.68327984369333,118.59249988042777,60.94067620877133,109.75766983233937,28.006667959476033,121.33828226725261,115.43946151733398,25.118104533187314,13.199999809265137
0,2024-01-02,5871.TW,184.7274932861328,186.1669158935547,182.80824279785156,169.76585388183594,4632644.0,1,2.715367391495562,170.88202726900118,152.50442750394802,59.449475373200436,175.67045456076556,21.1439248761782,161.21922505696614,158.17102483113607,25.118104533187314,13.199999809265137
0,2024-01-02,6505.TW,80.4000015258789,81.0,80.19999694824219,76.72982025146484,931958.0,1,-0.38219527549073007,79.68563550134657,76.01234423498157,47.44302218688506,-128.14244092368548,6.047447683084931,78.50342203776042,77.5992307027181,25.118104533187314,13.199999809265137
1,2024-01-03,1216.TW,73.30000305175781,73.5,72.0999984741211,67.83631896972656,9562524.0,2,0.39151680050896687,69.3751165125021,67.78433707026156,52.70170589759295,-87.00991403710456,1.2635532033217651,68.28855794270834,66.33400421142578,38.075747142532876,14.039999961853027
1,2024-01-03,1301.TW,78.5999984741211,78.80000305175781,78.0,75.72699737548828,7019321.0,2,-0.2905821006195879,78.2654862317265,75.91311789425006,43.38376178412728,-151.97768399803488,12.271809492840665,77.62743911743163,77.01011759440104,38.075747142532876,14.039999961853027
1,2024-01-03,1303.TW,65.80000305175781,66.0999984741211,65.19999694824219,63.142051696777344,4754999.0,2,-0.2675605607031528,66.18036092216424,62.49083048408574,46.47494014397304,-117.81963885217895,18.31506975171505,64.82006963094075,63.73882643381754,38.075747142532876,14.039999961853027
1,2024-01-03,2002.TW,26.799999237060547,26.850000381469727,26.5,25.86244010925293,22318324.0,2,0.34445446276107106,26.69880088156212,24.45458599740516,56.90717197756682,70.92893651379185,9.490103349523798,25.455614535013833,24.625820763905843,38.075747142532876,14.039999961853027
