time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/learning_rate,train/loss,train/std,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_fraction,train/clip_range
1,3,84,256,,,,,,,,,,,
2,11,46,512,0.00025,0.39702457189559937,0.999980092048645,-42.5660701751709,-0.09719842383638025,5.117287665605545,0.045458958,-0.05820012092590332,10,0.394140625,0.2
3,19,39,768,0.00025,-0.15296614170074463,1.0006109476089478,-42.57497425079346,-0.06877156356349587,2.5710594594478606,0.04289832,0.3253282308578491,20,0.2984375,0.2
4,27,37,1024,0.00025,1.2238166332244873,1.0010918378829956,-42.59468574523926,-0.05172707918100059,10.584253966808319,0.029683221,0.07359820604324341,30,0.20703125,0.2
