train/actor_loss,train/ent_coef_loss,train/reward,train/critic_loss,train/n_updates,time/fps,train/ent_coef,time/time_elapsed,time/episodes,train/learning_rate,time/total_timesteps
662.0194702148438,141.1618194580078,-0.18724793,67.81640625,5735,63,0.15795855224132538,92,4,0.0001,5836
781.2308349609375,-52.08026123046875,0.04088421,164.62442016601562,11571,62,0.1646489053964615,185,8,0.0001,11672
496.3517150878906,-94.60055541992188,-0.6008053,47.345741271972656,17407,62,0.08980678766965866,279,12,0.0001,17508
