time/iterations,time/fps,train/reward,time/time_elapsed,time/total_timesteps,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/entropy_loss,train/loss,train/learning_rate,train/std,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range
1,780,0.008455346,0,64,,,,,,,,,,,
2,613,-0.8472367,0,128,0.2748347520828247,-1.1920928955078125e-07,-0.0010765872895717621,-2.8374792098999024,0.08737795054912567,0.00025,0.9992178678512573,0.00403608,10,0.0078125,0.2
